Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"WA1904010034SZWA1","SZ","011","Captan","0.033","0.025","M","","E","O","FZ","Whole","NC","D","1","","AZ","","20.0"
"WA1905060010SZWA1","SZ","AFX","Novaluron","0.015","0.0086","M","","","O","FZ","Whole","NC","D","1","","AZ","","0.45"
"WA1906030010SZWA1","SZ","B22","Cyprodinil","0.019","0.005","M","","","O","FZ","Whole","NC","D","1","","AZ","","5.0"
"WA1906030011SZWA1","SZ","930","Bifenthrin","0.025","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"WA1907010010SZWA1","SZ","679","Myclobutanil","0.0059","0.0033","M","","","O","FZ","Whole","NC","D","1","","AZ","","0.50"
"WA1907010011SZWA1","SZ","AFX","Novaluron","0.082","0.0086","M","","","O","FZ","Whole","NC","D","1","","CA","","0.45"
"WA1907010023SZWA1","SZ","AFX","Novaluron","0.038","0.0086","M","","","O","FZ","Whole","NC","D","1","","IL","","0.45"
"WA1908050010SZWA1","SZ","AFX","Novaluron","0.025","0.0086","M","","","O","FZ","Whole","NC","D","1","","AZ","","0.45"
"WA1908050023SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.033","0.01","M","","","O","FZ","Whole","NC","D","1","","IL","","20.0 TP"
"WA1909030010SZWA1","SZ","B75","Boscalid","0.017","0.0033","M","","","O","FZ","Whole","NC","D","1","","AZ","","4.5"
"CA1810150146SZWA1U","SZ","B10","Hexythiazox","0.01","0.002","M","","","O","FZ","Whole","PO","R","2","Argentina","","","6"
"MD1906050039SZWA1P","SZ","B80","Acetamiprid","0.0022","0.0015","M","","","O","FZ","N/A","NC","R","2","Argentina","","","0.60"
"MD1906050048SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.013","0.001","M","","","O","FZ","N/A","NC","R","2","Argentina","","","10.0"
"NC1905080574SZWA1A","SZ","AES","Methoxyfenozide","0.0061","0.0033","M","","","O","FZ","Whole","NC","R","2","Argentina","","","2.0"
"TX1904080020SZWA1","SZ","B48","Azoxystrobin","0.043","0.0015","M","","","O","FZ","Unsweetened Whole St","NC","D","2","Argentina","","","10.0"
"TX1905130020SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.26","0.01","M","","E","O","FZ","Unsweetened Whole St","NC","D","2","Argentina","","","20.0 TP"
"WA1901070019SZWA1V","SZ","930","Bifenthrin","0.0099","0.002","M","","","O","FZ","Whole","NC","R","2","Canada","","","3.0"
"CA1810150542SZWA1","SZ","B48","Azoxystrobin","0.016","0.0015","M","","","O","FZ","Bits and Pieces","NC","H","2","Chile","","","10.0"
"FL1812030097SZWA1P","SZ","666","Carbendazim (MBC)","0.0019","0.001","M","","","R","FZ","Whole","NC","R","2","Chile","","","7.0"
"MI1811270084SZWA1P","SZ","B22","Cyprodinil","0.0055","0.005","M","","","O","FZ","Whole","NC","R","2","Chile","","","5.0"
"NY1810160262SZWA1P","SZ","B48","Azoxystrobin","0.0022","0.0015","M","","","O","FZ","Whole","NC","R","2","Chile","","","10.0"
"TX1811120300SZWA1P","SZ","967","Imidacloprid","0.0074","0.0033","M","","","O","FZ","Whole Strawberry; No","NC","R","2","Chile","","","0.50"
"CA1903110560SZWA1","SZ","B61","Pyraclostrobin","0.1","0.0033","M","","","O","FZ","Whole","NC","R","2","Chile","","","1.2"
"CA1906100450SZWA1P","SZ","666","Carbendazim (MBC)","0.046","0.001","M","","","O","FZ","Whole","NC","R","2","Chile","","","7.0 TP"
"CA1907080553SZWA1P","SZ","666","Carbendazim (MBC)","0.002","0.001","M","","","O","FZ","Whole","NC","R","2","Chile","","","7.0 TP"
"CA1908120406SZWA1P","SZ","B80","Acetamiprid","0.0044","0.0015","M","","","O","FZ","Sliced","NC","R","2","Chile","","","0.60"
"CA1908120564SZWA1","SZ","666","Carbendazim (MBC)","0.0016","0.001","M","","","O","FZ","Whole","NC","D","2","Chile","","","7.0 TP"
"CA1908120599SZWA1","SZ","171","Dimethoate","0.0066","0.005","M","V","","O","FZ","Whole; High in Vitam","NC","H","2","Chile","","","NT"
"CA1909090530SZWA1","SZ","B41","Fenhexamid","0.17","0.013","M","","","O","FZ","Whole","NC","R","2","Chile","","","3.0"
"CA1909090637SZWA1","SZ","B22","Cyprodinil","0.008","0.005","M","","","O","FZ","Whole","NC","R","2","Chile","","","5.0"
"FL1901070056SZWA1P","SZ","626","Iprodione","0.077","0.04","M","","","O","FZ","Whole","NC","R","2","Chile","","","15.0"
"FL1903040083SZWA1P","SZ","B75","Boscalid","0.023","0.0033","M","","","O","FZ","Whole","NC","L","2","Chile","","","4.5"
"FL1903040094SZWA1P","SZ","626","Iprodione","0.044","0.04","M","","","O","FZ","Whole","NC","R","2","Chile","","","15.0"
"FL1905060038SZWA1P","SZ","B48","Azoxystrobin","0.0064","0.0015","M","","","O","FZ","Whole","NC","R","2","Chile","","","10.0"
"FL1905060048SZWA1P","SZ","B41","Fenhexamid","0.019","0.013","M","","","O","FZ","Whole Strawberries","NC","R","2","Chile","","","3.0"
"FL1906030039SZWA1P","SZ","930","Bifenthrin","0.019","0.002","M","","","O","FZ","Whole","NC","R","2","Chile","","","3.0"
"FL1906030041SZWA1P","SZ","B80","Acetamiprid","0.0026","0.0015","M","","","O","FZ","Whole","NC","R","2","Chile","","","0.60"
"FL1906030075SZWA1","SZ","B61","Pyraclostrobin","0.019","0.0033","M","","","O","FZ","Whole","NC","L","2","Chile","","","1.2"
"FL1906030083SZWA1P","SZ","B22","Cyprodinil","0.011","0.005","M","","","O","FZ","Whole","NC","L","2","Chile","","","5.0"
"FL1907010041SZWA1P","SZ","967","Imidacloprid","0.027","0.0033","M","","","O","FZ","Whole","NC","R","2","Chile","","","0.50"
"FL1908050038SZWA1P","SZ","160","Chlorpyrifos","0.006","0.005","M","","","O","FZ","Sliced","NC","R","2","Chile","","","0.2"
"FL1908050048SZWA1P","SZ","B48","Azoxystrobin","0.0054","0.0015","M","","","O","FZ","Whole","NC","R","2","Chile","","","10.0"
"FL1908050088SZWA1P","SZ","B22","Cyprodinil","0.019","0.005","M","","","O","FZ","Whole","NC","R","2","Chile","","","5.0"
"MD1907240047SZWA1P","SZ","B48","Azoxystrobin","0.002","0.0015","M","","E","O","FZ","Whole","NC","R","2","Chile","","","10.0"
"MD1909040012SZWA1P","SZ","666","Carbendazim (MBC)","0.024","0.001","M","","","O","FZ","Whole","NC","R","2","Chile","","","7.0 TP"
"MI1904020021SZWA1P","SZ","B22","Cyprodinil","0.0055","0.005","M","","","O","FZ","Whole","NC","R","2","Chile","","","5.0"
"MI1904020056SZWA1","SZ","B48","Azoxystrobin","0.0054","0.0015","M","","","O","FZ","Sliced","NC","D","2","Chile","","","10.0"
"MI1907020021SZWA1","SZ","666","Carbendazim (MBC)","0.0084","0.001","M","","","O","FZ","Whole","NC","D","2","Chile","","","7.0 TP"
"MI1907020053SZWA1P","SZ","666","Carbendazim (MBC)","0.0061","0.001","M","","","O","FZ","Whole","NC","R","2","Chile","","","7.0 TP"
"MI1908060053SZWA1P","SZ","B48","Azoxystrobin","0.028","0.0015","M","","","O","FZ","Whole","NC","R","2","Chile","","","10.0"
"NC1903130590SZWA1B","SZ","666","Carbendazim (MBC)","0.009","0.001","M","","","O","FZ","Whole","NC","R","2","Chile","","","7.0 TP"
"NC1906190616SZWA1B","SZ","B75","Boscalid","0.013","0.0033","M","","","O","FZ","Whole","NC","R","2","Chile","","","4.5"
"NC1908140570SZWA1A","SZ","B48","Azoxystrobin","0.0041","0.0015","M","","","O","FZ","Whole","NC","R","2","Chile","","","10.0"
"NY1901150201SZWA1","SZ","930","Bifenthrin","0.0027","0.002","M","","","O","FZ","Sliced","NC","D","2","Chile","","","3.0"
"NY1901150290SZWA1","SZ","B22","Cyprodinil","0.0057","0.005","M","","","O","FZ","Whole","NC","H","2","Chile","","","5.0"
"NY1903120124SZWA1","SZ","B48","Azoxystrobin","0.042","0.0015","M","","","O","FZ","Whole","NC","D","2","Chile","","","10.0"
"NY1903120295SZWA1P","SZ","B48","Azoxystrobin","0.051","0.0015","M","","","O","FZ","Whole","NC","R","2","Chile","","","10.0"
"NY1904090228SZWA1P","SZ","AFS","Fenpyroximate","0.025","0.005","M","","","O","FZ","Whole","NC","R","2","Chile","","","1.0"
"NY1905140011SZWA1P","SZ","AFS","Fenpyroximate","0.095","0.005","M","","","O","FZ","Whole; No Sugar Adde","NC","R","2","Chile","","","1.0"
"NY1906110220SZWA1","SZ","B48","Azoxystrobin","0.022","0.0015","M","","","O","FZ","Whole","NC","D","2","Chile","","","10.0"
"NY1907090124SZWA1","SZ","B22","Cyprodinil","0.011","0.005","M","","","O","FZ","Whole","NC","D","2","Chile","","","5.0"
"NY1907090282SZWA1P","SZ","AFS","Fenpyroximate","0.074","0.005","M","","","O","FZ","Whole","NC","R","2","Chile","","","1.0"
"NY1908130220SZWA1","SZ","B48","Azoxystrobin","0.023","0.0015","M","","","O","FZ","Whole","NC","D","2","Chile","","","10.0"
"OH1901070419SZWA1","SZ","B48","Azoxystrobin","0.098","0.0015","M","","","R","FZ","Whole","NC","D","2","Chile","","","10.0"
"OH1907010118SZWA1P","SZ","B48","Azoxystrobin","0.0019","0.0015","M","","","O","FZ","Sliced","NC","R","2","Chile","","","10.0"
"TX1902110107SZWA1P","SZ","B22","Cyprodinil","0.05","0.005","M","","","O","FZ","Whole Strawberries","NC","R","2","Chile","","","5.0"
"TX1906100103SZWA1","SZ","B22","Cyprodinil","0.099","0.005","M","","","O","FZ","N/A","NC","D","2","Chile","","","5.0"
"TX1906100108SZWA1P","SZ","B61","Pyraclostrobin","0.0039","0.0033","M","","","O","FZ","Whole Strawberries","NC","R","2","Chile","","","1.2"
"TX1907080300SZWA1P","SZ","B22","Cyprodinil","0.054","0.005","M","","","O","FZ","Whole; Non-GMO","NC","R","2","Chile","","","5.0"
"TX1908120040SZWA1","SZ","B22","Cyprodinil","0.0067","0.005","M","","","O","FZ","Strawberries Whole","NC","D","2","Chile","","","5.0"
"TX1909090108SZWA1P","SZ","967","Imidacloprid","0.025","0.0033","M","","","O","FZ","Whole Strawberries","NC","R","2","Chile","","","0.50"
"CA1812170600SZWA1U","SZ","B61","Pyraclostrobin","0.011","0.0033","M","","","R","FZ","Whole","NC","R","2","China","","","1.2"
"NY1906110169SZWA1P","SZ","AKG","Fluopyram","0.0069","0.005","M","","","O","FZ","Whole","NC","R","2","China","","","2.0"
"FL1903040075SZWA1","SZ","808","Fenpropathrin","0.023","0.02","M","","","O","FZ","Whole","NC","L","2","Guatemala","","","2.0"
"CA1810150552SZWA1","SZ","666","Carbendazim (MBC)","0.0075","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"CA1810150599SZWA1","SZ","219","Oxydemeton methyl","0.086","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"CA1810150637SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.013","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","20.0"
"CA1811140004SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.021","0.01","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","20.0"
"CA1811140273SZWA1P","SZ","666","Carbendazim (MBC)","0.011","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"CA1811140486SZWA1","SZ","219","Oxydemeton methyl","0.12","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"CA1811140625SZWA1U","SZ","B80","Acetamiprid","0.0053","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"CA1812170273SZWA1P","SZ","930","Bifenthrin","0.014","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"CA1812170449SZWA1","SZ","B79","Trifloxystrobin","0.0081","0.0015","M","","","R","FZ","Whole Strawberry; No","NC","R","2","Mexico","","","1.5"
"CA1812170553SZWA1P","SZ","AFX","Novaluron","0.015","0.0086","M","","","R","FZ","Na","NC","R","2","Mexico","","","0.45"
"CA1812170600SZWA1V","SZ","B75","Boscalid","0.0076","0.0033","M","","","R","FZ","Whole","NC","R","2","Mexico","","","4.5"
"CA1812170626SZWA1","SZ","B22","Cyprodinil","0.042","0.005","M","","","R","FZ","Whole","NC","R","2","Mexico","","","5.0"
"FL1810220009SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.026","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"FL1810220052SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.015","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","20.0"
"FL1810220055SZWA1P","SZ","B48","Azoxystrobin","0.0086","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"FL1810220066SZWA1P","SZ","930","Bifenthrin","0.0022","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1810220097SZWA1P","SZ","666","Carbendazim (MBC)","0.0061","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"FL1811260007SZWA1P","SZ","B41","Fenhexamid","0.023","0.013","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1811260020SZWA1P","SZ","219","Oxydemeton methyl","0.051","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"FL1811260079SZWA1P","SZ","B16","Pyrimethanil","0.74","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1811260089SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0014","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"FL1812030058SZWA1P","SZ","B16","Pyrimethanil","0.15","0.05","M","","","R","FZ","Whole","NC","R","2","Mexico","","","3.0"
"FL1812040048SZWA1P","SZ","666","Carbendazim (MBC)","0.0021","0.001","M","","","R","FZ","Whole","NC","R","2","Mexico","","","7.0"
"FL1812040062SZWA1P","SZ","B10","Hexythiazox","0.0097","0.002","M","","","R","FZ","Whole","NC","R","2","Mexico","","","6"
"FL1812040087SZWA1P","SZ","B61","Pyraclostrobin","0.016","0.0033","M","","E","R","FZ","Whole","NC","R","2","Mexico","","","1.2"
"MD1810240005SZWA1P","SZ","B43","Thiamethoxam","0.015","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.30"
"MD1811280021SZWA1P","SZ","666","Carbendazim (MBC)","0.002","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"MD1812170001SZWA1P","SZ","B80","Acetamiprid","0.043","0.0015","M","","","R","FZ","N/A","NC","R","2","Mexico","","","0.60"
"MD1812170036SZWA1P","SZ","666","Carbendazim (MBC)","0.002","0.001","M","","","R","FZ","N/A","NC","R","2","Mexico","","","7.0"
"MD1812170042SZWA1P","SZ","666","Carbendazim (MBC)","0.0061","0.001","M","","","R","FZ","Whole","NC","R","2","Mexico","","","7.0"
"MI1810230027SZWA1","SZ","AFX","Novaluron","0.026","0.0086","M","","","O","FZ","Diced","NC","D","2","Mexico","","","0.45"
"MI1810230103SZWA1","SZ","052","Malathion","0.0031","0.002","M","","","O","FZ","Whole","NC","D","2","Mexico","","","8"
"MI1811270008SZWA1P","SZ","666","Carbendazim (MBC)","0.0015","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"MI1812040047SZWA1","SZ","052","Malathion","0.0073","0.002","M","","E","R","FZ","Cut","NC","R","2","Mexico","","","8"
"MI1812040084SZWA1","SZ","B61","Pyraclostrobin","0.065","0.0033","M","","","R","FZ","Whole","NC","D","2","Mexico","","","1.2"
"NC1810240537SZWA1A","SZ","930","Bifenthrin","0.015","0.002","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","3.0"
"NC1810240545SZWA1A","SZ","624","Tetrahydrophthalimide (THPI)","0.012","0.01","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","20.0"
"NC1811140573SZWA1A","SZ","AHS","Flubendiamide","0.0084","0.0035","M","","P","O","FZ","Sliced","NC","R","2","Mexico","","","1.5"
"NC1811140573SZWA1B","SZ","666","Carbendazim (MBC)","0.0095","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0"
"NY1810160053SZWA1P","SZ","666","Carbendazim (MBC)","0.0081","0.001","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","7.0"
"NY1810160124SZWA1P","SZ","AFX","Novaluron","0.024","0.0086","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","0.45"
"NY1810160220SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0031","0.001","M","","","O","FZ","Whole","PO","R","2","Mexico","","","10.0"
"NY1810160279SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0087","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"NY1810160285SZWA1P","SZ","AFX","Novaluron","0.03","0.0086","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.45"
"NY1811140054SZWA1P","SZ","808","Fenpropathrin","0.024","0.02","M","","","O","FZ","Sliced; Non GMO","NC","R","2","Mexico","","","2.0"
"NY1811140089SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.012","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"NY1811140135SZWA1P","SZ","B75","Boscalid","0.012","0.0033","M","","","O","FZ","Whole; Fat Free; No ","NC","R","2","Mexico","","","4.5"
"NY1811140186SZWA1P","SZ","AFX","Novaluron","0.026","0.0086","M","","","O","FZ","Whole; No Geneticall","NC","R","2","Mexico","","","0.45"
"NY1811140283SZWA1P","SZ","AGG","Flonicamid","0.023","0.006","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.5"
"NY1811140286SZWA1P","SZ","B75","Boscalid","0.0052","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","4.5"
"NY1812170068SZWA1P","SZ","666","Carbendazim (MBC)","0.001","0.001","M","","","R","FZ","Whole","NC","R","2","Mexico","","","7.0"
"NY1812170254SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.025","0.01","M","","","R","FZ","Sliced; High in Vita","NC","R","2","Mexico","","","20.0"
"OH1810220100SZWA1","SZ","B16","Pyrimethanil","0.12","0.05","M","","","O","FZ","Whole","NC","D","2","Mexico","","","3.0"
"OH1810220203SZWA1P","SZ","AGG","Flonicamid","0.03","0.006","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.5"
"OH1810220212SZWA1P","SZ","AFX","Novaluron","0.015","0.0086","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.45"
"OH1810220440SZWA1P","SZ","052","Malathion","0.0063","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","8"
"OH1811260100SZWA1","SZ","666","Carbendazim (MBC)","0.0011","0.001","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","7.0"
"OH1811260202SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.022","0.01","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","20.0"
"OH1811260212SZWA1P","SZ","930","Bifenthrin","0.013","0.002","M","","","O","FZ","Whole; Naturally Glu","NC","R","2","Mexico","","","3.0"
"OH1812260202SZWA1P","SZ","666","Carbendazim (MBC)","0.0039","0.001","M","","","R","FZ","Sliced","NC","R","2","Mexico","","","7.0"
"OH1812260452SZWA1P","SZ","338","Dichlorvos (DDVP)","0.069","0.02","M","","","R","FZ","Whole","NC","R","2","Mexico","","","1"
"TX1810150105SZWA1","SZ","B75","Boscalid","0.011","0.0033","M","","","O","FZ","Whole Strawberries","NC","D","2","Mexico","","","4.5"
"TX1810150108SZWA1P","SZ","B48","Azoxystrobin","0.0022","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"TX1810150419SZWA1","SZ","AFS","Fenpyroximate","0.015","0.005","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","1.0"
"TX1811120040SZWA1P","SZ","208","Malathion oxygen analog","0.0032","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","8"
"TX1811120105SZWA1","SZ","AFX","Novaluron","0.028","0.0086","M","","","O","FZ","Whole Strawberries","NC","D","2","Mexico","","","0.45"
"TX1811120201SZWA1","SZ","B43","Thiamethoxam","0.01","0.0033","M","","","O","FZ","Whole","NC","D","2","Mexico","","","0.30"
"TX1811120419SZWA1","SZ","930","Bifenthrin","0.0036","0.002","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","3.0"
"TX1812170020SZWA1","SZ","930","Bifenthrin","0.02","0.002","M","","","O","FZ","Whole Unsweetened St","NC","D","2","Mexico","","","3.0"
"TX1812170105SZWA1","SZ","AGG","Flonicamid","0.037","0.006","M","","","R","FZ","Whole Strawberries","NC","D","2","Mexico","","","1.5"
"TX1812170108SZWA1P","SZ","B80","Acetamiprid","0.0047","0.0015","M","","","R","FZ","Whole","NC","R","2","Mexico","","","0.60"
"TX1812170201SZWA1","SZ","B80","Acetamiprid","0.013","0.0015","M","","","R","FZ","Whole","NC","D","2","Mexico","","","0.60"
"TX1812170405SZWA1","SZ","626","Iprodione","0.066","0.04","M","","","O","FZ","Sliced","NC","D","2","Mexico","","","15.0"
"TX1812170421SZWA1P","SZ","B75","Boscalid","0.016","0.0033","M","","","R","FZ","Sliced Strawberries","NC","R","2","Mexico","","","4.5"
"WA1810220007SZWA1U","SZ","052","Malathion","0.0065","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","8"
"WA1810220011SZWA1","SZ","808","Fenpropathrin","0.096","0.02","M","","","O","FZ","Whole","NC","D","2","Mexico","","","2.0"
"WA1811260004SZWA1P","SZ","B80","Acetamiprid","0.018","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"WA1811260007SZWA1P","SZ","219","Oxydemeton methyl","0.0023","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"WA1811260033SZWA1","SZ","ABC","Spinosad A","0.0069","0.0033","M","","","O","FZ","Sliced","PO","D","2","Mexico","","","0.90"
"WA1812170030SZWA1P","SZ","930","Bifenthrin","0.0074","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"WA1812170033SZWA1","SZ","ABC","Spinosad A","0.0065","0.0033","M","","","R","FZ","Sliced","PO","D","2","Mexico","","","0.90"
"CA1901140151SZWA1V","SZ","607","Metalaxyl/Mefenoxam","0.0027","0.001","M","","","O","FZ","Whole","PO","R","2","Mexico","","","10.0"
"CA1901140273SZWA1P","SZ","B48","Azoxystrobin","0.018","0.0015","M","","","O","FZ","Non GMO","NC","R","2","Mexico","","","10.0"
"CA1901140490SZWA1","SZ","ABC","Spinosad A","0.0044","0.0033","M","","","O","FZ","Whole","PO","R","2","Mexico","","","0.90"
"CA1901140513SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0078","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"CA1901140560SZWA1","SZ","666","Carbendazim (MBC)","0.0086","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","7.0 TP"
"CA1901140616SZWA1P","SZ","AGG","Flonicamid","0.049","0.006","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.5"
"CA1902110328SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.011","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"CA1902110552SZWA1","SZ","B41","Fenhexamid","0.05","0.013","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"CA1903110540SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0029","0.001","M","","","O","FZ","Sliced","PO","R","2","Mexico","","","10.0"
"CA1904080151SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0047","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"CA1904080273SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0069","0.001","M","","","O","FZ","Whole","PO","R","2","Mexico","","","10.0"
"CA1904080600SZWA1P","SZ","B75","Boscalid","0.012","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","4.5"
"CA1905130273SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.011","0.01","M","","E","O","FZ","Whole","NC","R","2","Mexico","","","20.0 TP"
"CA1905130449SZWA1","SZ","B48","Azoxystrobin","0.0018","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"CA1905130484SZWA1","SZ","930","Bifenthrin","0.01","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"CA1905130540SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0042","0.001","M","","","O","FZ","Sliced","PO","R","2","Mexico","","","10.0"
"CA1905130600SZWA1P","SZ","B10","Hexythiazox","0.0023","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","6"
"CA1905130602SZWA1P","SZ","B16","Pyrimethanil","0.078","0.05","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"CA1905130621SZWA1","SZ","B80","Acetamiprid","0.04","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"CA1906100150SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.021","0.001","M","","","O","FZ","Whole","PO","R","2","Mexico","","","10.0"
"CA1906100273SZWA1P","SZ","AGW","Chlorantraniliprole","0.029","0.01","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.0"
"CA1906100645SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0013","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"CA1907080146SZWA1P","SZ","B61","Pyraclostrobin","0.01","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.2"
"CA1907080151SZWA1P","SZ","245","Oxydemeton methyl sulfone","0.063","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"CA1907080449SZWA1","SZ","AHS","Flubendiamide","0.011","0.0035","M","","P","O","FZ","Whole","NC","R","2","Mexico","","","1.5"
"CA1907080600SZWA1P","SZ","B16","Pyrimethanil","1","0.05","M","","","O","FZ","Sliced","NC","R","2","Mexico","","","3.0"
"CA1907080621SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.012","0.001","M","","","O","FZ","Whole","NC","R","2","Mexico","","","10.0"
"CA1907080645SZWA1","SZ","AFS","Fenpyroximate","0.0098","0.005","M","","","O","FZ","Whole","NC","R","2","Mexico","","","1.0"
"CA1908120600SZWA1P","SZ","B80","Acetamiprid","0.0055","0.0015","M","","","O","FZ","Whole","NC","R","2","Mexico","","","0.60"
"CA1908120645SZWA1","SZ","AES","Methoxyfenozide","0.035","0.0033","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"CA1908130328SZWA1P","SZ","930","Bifenthrin","0.015","0.002","M","","","O","FZ","Whole","NC","R","2","Mexico","","","3.0"
"CA1909090001SZWA1P","SZ","ABC","Spinosad A","0.016","0.0033","M","","","O","FZ","Whole","PO","R","2","Mexico","","","0.90"
"CA1909090621SZWA1","SZ","808","Fenpropathrin","0.089","0.02","M","","","O","FZ","Whole","NC","R","2","Mexico","","","2.0"
"CO1902040008SZWA1","SZ","626","Iprodione","0.062","0.04","M","","","O","FZ","Whole","NC","D","2","Mexico","","","15.0"
"CO1902040009SZWA1","SZ","AGT","Spiromesifen","0.011","0.01","M","","","O","FZ","Whole","NC","D","2","Mexico","","","2.0"
"CO1903040009SZWA1","SZ","AFS","Fenpyroximate","0.013","0.005","M","","","O","FZ","Whole","NC","D","2","Mexico","","","1.0"
